ESEMBLID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
gene764	0.24379893	0.5188687	0.15231773	1.0	0.71558315	0.6750006	0.6092126	0.7268752	0.38287273	0.35438666	0.5287332	0.27214515	0.7375406	0.5621453	0.16222045	0.06427424	0.13981222	0.0	0.5473509	0.1435273
gene765	0.5217793	0.61194474	0.75036937	0.0612835	0.0	0.6796742	0.34631795	0.23616068	0.9496663	0.55448544	0.87540054	0.5074986	0.8564531	0.6221893	0.5116933	0.74222326	0.6224586	1.0	0.579931	0.59178174
gene766	0.34704754	0.4791852	0.49080053	0.0	0.3917916	0.14331172	0.20718229	0.366306	0.6372541	0.39191306	0.5354805	0.6668513	0.38059592	0.30642077	0.37544784	0.6106873	0.79488593	0.4847787	0.38007367	1.0
gene767	0.16396187	0.2986746	0.92424923	0.1822108	0.20586005	0.22945125	0.38660827	0.0201674	0.4105649	0.32621363	0.5503682	0.30319154	0.3427039	0.41830438	0.25525287	0.3007213	0.0	0.11453145	1.0	0.41587678
gene768	0.37790412	0.17427842	0.28486028	0.057425335	0.070502706	0.34537467	0.2685875	0.60234475	0.44006783	0.41635445	0.17537607	0.1731715	0.0	0.08844873	0.230127	0.40789127	0.28733468	1.0	0.40060154	0.26717475
gene769	0.4569962	0.7613817	0.0	0.5868001	0.20218477	0.6880762	0.5395362	0.8473183	0.42226735	0.80975664	0.47304276	0.8201864	1.0	0.40431	0.58014864	0.44138974	0.72194886	0.5126576	0.47914317	0.5235413
gene770	0.79444516	0.22100736	0.8091827	0.0	0.31062573	0.20048968	0.52260166	0.3123611	0.517251	0.49234697	0.47592112	0.35296655	0.57021564	0.06794398	0.39699447	0.90817505	0.94943416	1.0	0.262845	0.59900033
gene771	0.1948681	0.32213315	0.26080048	0.6808868	1.0	0.90259415	0.22966869	0.45001674	0.5287952	0.6619232	0.6165849	0.73760605	0.0	0.60992783	0.7908747	0.4564635	0.5820372	0.6943835	0.5699015	0.7079864
gene772	0.67279476	0.14997327	0.3009076	0.31220385	0.4518415	0.31997886	0.31454027	0.2955517	0.13886926	0.0	0.23400587	0.59481126	0.25388303	1.0	0.42740816	0.42757493	0.24589504	0.27505657	0.5662602	0.30861056
gene773	1.0	0.30972013	0.94386625	0.6542366	0.35745695	0.7095779	0.8310269	0.7900534	0.42506632	0.14517301	0.15075487	0.049237948	0.4360271	0.09822891	0.18616673	0.79351246	0.0	0.4726408	0.12300013	0.4167661
gene774	0.3321503	0.27622536	0.33259743	0.6812014	0.0762801	0.69481874	0.648082	0.7489854	0.18037172	0.55127066	0.47651803	0.9717879	1.0	0.826783	0.7251192	0.72540903	0.03054501	0.50452375	0.78103924	0.0
gene775	0.6431744	0.0	0.69755155	0.2619533	0.1705652	0.6375854	0.45723075	0.544989	0.7241725	0.32464075	0.24953292	0.28117543	0.12779285	0.121283256	0.118489146	0.5525224	0.10633187	1.0	0.39924705	0.19339505
gene776	0.4957445	0.05986176	0.05859719	0.083107844	0.0	0.12668376	0.64097714	0.31407565	0.5621473	0.44314605	0.24760753	0.3808117	0.35979	0.11933557	0.32386044	0.98818886	0.66640574	0.71157163	0.3669412	1.0
gene777	0.14216128	0.26468995	0.08475226	0.14698055	0.0	0.14169711	0.17119217	0.36252785	0.22836754	0.37307984	0.33891967	0.3673348	0.33379722	0.098452665	0.49991527	1.0	0.7185386	0.86454445	0.38503322	0.8297972
gene778	0.20406032	0.36631557	0.26862553	0.689157	1.0	0.319272	0.99967104	0.5893715	0.714373	0.51969516	0.15671106	0.12586835	0.21188144	0.400595	0.299903	0.16238032	0.48606914	0.09890979	0.4420725	0.0
gene779	0.5302673	0.81818974	0.45081735	0.30963692	0.9606295	0.94770074	0.7252223	0.9496569	0.6044232	0.24621502	0.4543469	0.5587839	1.0	0.8426853	0.6127864	0.0	0.65972656	0.096378185	0.6807747	0.38980663
gene780	0.32325238	0.527059	0.2584853	0.51137084	0.5627758	0.6079176	0.0	0.23520836	0.36865914	0.65689534	0.6269051	0.10838152	0.40346235	0.56980467	0.5677552	1.0	0.6009955	0.11524403	0.63146305	0.45063215
gene781	0.045032628	0.0533177	0.044104967	0.0	0.2575716	0.32978868	0.17885533	0.31143442	0.28768766	0.042493556	0.44976398	0.5198649	0.26658434	0.28334412	0.82215756	1.0	0.42564496	0.013251892	0.6647348	0.13902292
gene782	0.3123973	0.25856882	0.016447002	0.66421634	0.28748256	0.43673027	0.14367948	0.27243048	0.37713337	1.0	0.007191132	0.39074004	0.4015393	0.0	0.78030854	0.2260135	0.22197482	0.21187796	0.78799325	0.42481652
gene783	0.48423794	0.33300892	0.46904603	0.0	0.08793291	0.3990197	0.46902522	0.33740354	0.7631882	0.5602506	0.70436704	0.5777458	0.19601366	0.2823543	0.6092049	0.8299898	1.0	0.9332833	0.63867724	0.7424428
gene784	0.39590544	0.6359883	0.54754597	0.5771057	1.0	0.603223	0.32151	0.8703044	0.12485189	0.27517843	0.318138	0.32941955	0.52558684	0.6333869	0.71232444	0.05836722	0.29423568	0.23971005	0.46709853	0.0
gene785	0.33098435	0.503602	0.27757913	0.7786639	0.0029877408	0.6273357	0.775957	0.12868163	0.17105018	0.4796645	0.6879604	1.0	0.5342014	0.22969325	0.0	0.41453856	0.26472485	0.14856021	0.37971628	0.40743145
gene786	0.67199606	0.078481056	0.7962675	0.43840873	0.8342749	0.119441465	0.16832088	0.26500562	0.6867088	1.0	0.0	0.30940247	0.018214833	0.37210244	0.46496326	0.6355596	0.6601391	0.75480616	0.75113225	0.60769004
gene787	0.0	1.0	0.030891143	0.7848791	0.16097073	0.84233904	0.23392312	0.43410137	0.096852526	0.2536466	0.40118122	0.44647622	0.35034585	0.32189193	0.53378874	0.054516874	0.015920216	0.009852442	0.052311245	0.01944133
gene788	0.22567181	0.8396146	0.26871404	0.55901426	0.47220555	0.93223023	0.8770891	0.70232147	0.04618858	0.20041738	0.4541766	0.30414587	1.0	0.849275	0.46494874	0.19105919	0.1754543	0.0	0.36882263	0.45781943
gene789	0.47346562	0.4232332	0.4237821	0.07323546	0.2669677	0.27963242	0.0	0.5477084	0.7401599	0.07862579	0.4062145	0.93224216	0.3052232	0.07828202	0.319204	0.929468	0.7393765	0.948345	0.7895109	1.0
gene790	0.40961912	0.48420215	0.33680147	0.17644468	0.0	0.34156868	0.4290361	0.3294969	0.53219825	0.503363	0.7384319	0.43570447	0.49655294	0.30163768	0.18184657	0.9017484	0.72763276	0.90539324	0.5514103	1.0
gene791	0.28806892	0.6846985	0.0	0.58512294	0.70872957	0.38413182	0.24320564	1.0	0.13485643	0.21849659	0.17067744	0.17311268	0.28109258	0.5716405	0.58557606	0.18077712	0.14364022	0.3420333	0.004993925	0.14999622
gene792	0.55370736	0.7542302	0.167763	0.711175	0.4248081	0.47302738	0.9818776	1.0	0.24207033	0.25616142	0.54520714	0.6002529	0.6728541	0.8933827	0.4191379	0.0	0.20027345	0.12887494	0.19362745	0.07131519
gene793	0.49792185	0.39732242	0.59637356	0.5837022	1.0	0.9017927	0.14251882	0.5513153	0.0	0.49355063	0.24279141	0.35591906	0.5991592	0.3203574	0.40915045	0.24126954	0.06666762	0.33631748	0.08088717	0.09370257
gene794	0.06794562	0.572102	0.12390873	0.1891808	0.25006488	0.24044469	0.22870368	0.0	0.30644217	0.74959624	0.447668	0.6888278	0.29936606	0.0019154187	0.4029226	1.0	0.9635793	0.36572784	0.6130798	0.66389
gene795	0.49463144	0.09890223	0.43215746	0.37896693	0.2535877	0.44448453	0.48593178	0.754716	1.0	0.17156148	0.5485863	0.6998879	0.005255737	0.0	0.55688226	0.23441343	0.291577	0.2668596	0.38565317	0.3625192
gene796	0.014044636	0.36337662	0.0	0.7224786	0.103554115	0.45649198	0.71415013	0.40992925	0.09029057	0.08329339	0.61316675	0.6558991	0.6202484	0.53017694	0.22506374	0.6640694	0.44807762	0.6829815	1.0	0.6233331
gene797	0.56248003	0.41864586	0.19996634	0.6691141	0.8222548	0.72711056	0.26273203	0.17157544	0.0	0.96530205	0.2857505	0.18351665	0.10852699	0.68526757	1.0	0.6827399	0.7677265	0.48536906	0.5535094	0.34555742
gene798	0.18725328	0.42315838	0.20244515	0.3351266	1.0	0.23260948	0.26787835	0.55266476	0.0415939	0.12097132	0.16485518	0.22431856	0.6510326	0.3641551	0.10839201	0.100185506	0.0	0.0687784	0.15173452	0.07977592
gene799	0.2515622	0.42360654	0.2502851	0.0	0.18878528	0.07097463	0.2162789	0.2217376	0.18053272	0.18786012	0.207407	0.4967217	0.22236612	0.17615677	0.34343413	0.87018454	0.5241418	0.41097766	0.18418668	1.0
gene800	0.0061981585	0.30831638	1.0	0.47290337	0.04714467	0.65832484	0.30277205	0.26437852	0.12149008	0.9398112	0.0	0.8595448	0.0031232364	0.47332436	0.19958386	0.73020905	0.38782626	0.67146796	0.07889472	0.093916975
gene801	0.21439916	0.3650231	0.17451891	0.62414616	1.0	0.9333959	0.32706273	0.59074306	0.0	0.22997306	0.42584768	0.147643	0.44974086	0.25481018	0.48923758	0.05355137	0.0034133599	0.06914152	0.15884471	0.13508847
gene802	0.61806554	0.44178528	1.0	0.5971286	0.84997773	0.3383125	0.24275063	0.6364439	0.7685817	0.44555196	0.8058807	0.3605738	0.57164514	0.37299863	0.44836727	0.2243941	0.14774618	0.26440164	0.45157146	0.0
gene803	0.40001684	0.9402111	0.3211344	0.9214252	1.0	0.24237743	0.4662033	0.7848815	0.52226996	0.39044222	0.28840622	0.13289393	0.5742925	0.64398915	0.0	0.04908113	0.23980322	0.22641504	0.8091423	0.056485552
gene804	0.61331475	0.41629988	0.3000712	0.18155335	0.0	0.31220585	0.45908454	0.43039644	0.64261174	0.70619446	0.65192294	0.44933018	0.5396526	0.3450195	0.20950049	1.0	0.8492049	0.9071485	0.65542334	0.99232614
gene805	0.36906594	0.054287873	0.21141203	0.07529429	0.5057257	0.034638908	0.29916275	0.28697553	0.03352121	0.24611783	0.26616684	0.20636208	0.16847962	0.0	0.3229934	1.0	0.8015873	0.64241356	0.074322015	0.73442477
gene806	0.3295314	0.36174563	0.071625434	0.28535455	0.0	0.13432437	0.15971285	0.07007002	0.5141675	0.45323253	0.57974315	0.4674376	0.37544814	0.16286062	0.24924049	0.8857205	0.8031987	0.44847906	0.28006342	1.0
gene807	0.75516415	0.25381905	0.62888855	0.48471498	0.37335625	0.21535233	0.9424413	0.9002018	1.0	0.0	0.66189075	0.4031758	0.8026896	0.0478538	0.5070678	0.76883394	0.5504352	0.42694786	0.038973693	0.47339016
gene808	0.4572734	0.19374205	0.66768587	0.049984533	0.30920872	0.5884574	0.040942192	0.21217176	1.0	0.09241325	0.12972067	0.5010354	0.038928326	0.040903445	0.21915646	0.044048507	0.11574746	0.08300994	0.026028441	0.0
gene809	0.54472196	0.406077	0.8248919	0.63529164	0.0	0.49070674	0.28369263	0.26034588	0.55605495	0.69671315	0.6520902	0.9089656	0.7239036	0.36585206	0.38608378	1.0	0.6094545	0.5518451	0.7044822	0.4542102
gene810	0.098499805	0.16189723	1.0	0.16491747	0.28141692	0.0	0.28117073	0.18647441	0.42158428	0.33327338	0.09354132	0.21011929	0.12193298	0.14468347	0.033799775	0.51969314	0.3343403	0.090370044	0.42213643	0.45666
gene811	0.45397246	0.50296736	0.24771991	0.35942978	0.0	0.48718107	0.3991045	0.39624047	0.4075045	0.5928345	0.51489514	0.5221996	0.40098816	0.43634298	0.38740894	0.84355134	0.72551394	0.6002784	0.47006324	1.0
gene812	0.1218627	0.269851	0.22766928	0.080428466	0.26248932	1.0	0.7204797	0.3083733	0.0	0.2203219	0.25484556	0.7561773	0.8424023	0.29464707	0.4167511	0.5780451	0.5823827	0.8131252	0.06227484	0.6131315
gene813	0.071140446	0.13103174	0.12823763	0.10862417	0.054738954	0.074662715	0.15964147	0.022916313	0.11718497	0.0	0.092684664	0.59677213	0.10469894	0.7725083	0.11761648	0.099451534	0.20779099	0.25541237	1.0	0.29484192
gene814	0.33928725	0.18620107	0.6619336	0.02588286	0.9586159	0.26143834	0.059649102	0.27175093	0.67355055	0.104088485	0.68767846	1.0	0.0	0.2762376	0.76728016	0.60680676	0.69494224	0.60256004	0.30411586	0.67395073
gene815	0.08456517	0.8294315	0.053225275	0.6835627	0.70144683	1.0	0.44381714	0.2761108	0.19851075	0.08180822	0.6790891	0.39545622	0.7463137	0.54224396	0.4099836	0.0044950703	0.0	0.09977493	0.38896912	0.80291474
gene816	0.69348353	0.053480703	0.3014633	0.38802972	0.14863823	0.8706335	0.47547188	0.25716352	0.83204377	0.34200475	1.0	0.41242102	0.70327544	0.0	0.54361415	0.31436878	0.3106098	0.2276725	0.08590359	0.1662546
gene817	0.56240743	0.11352992	0.43062854	0.6393608	0.29243168	0.6622455	0.33772552	0.0	1.0	0.7534301	0.31319892	0.35091412	0.20360386	0.25588167	0.7042526	0.5412066	0.62162435	0.2177552	0.5099546	0.36809507
gene818	0.47635007	1.0	0.4814636	0.7015642	0.8051698	0.51625043	0.38238075	0.89211833	0.19928707	0.35140485	0.7520813	0.27543512	0.49899116	0.6499344	0.364492	0.026431473	0.16721994	0.0	0.5032002	0.12523246
gene819	0.32990333	0.904084	0.38839543	0.44377598	0.23939388	0.6498066	0.70348114	0.5646039	0.612885	0.5565506	0.31550574	0.5566945	0.92105114	0.9922301	0.5293692	0.59182394	0.6003081	0.55627936	1.0	0.0
gene820	0.8805621	0.0	1.0	0.23487018	0.3983758	0.10767832	0.2261602	0.3057545	0.31695598	0.55824554	0.24551053	0.0073840832	0.54985994	0.033057638	0.13950896	0.33467606	0.21278453	0.5326143	0.44350275	0.7055714
gene821	0.5069727	0.49015358	0.0	0.15108845	0.52124184	0.3870913	0.46845338	0.5048935	0.43673295	0.2820184	0.12632912	0.2909787	0.1985127	0.6126173	1.0	0.3230114	0.21205653	0.3660652	0.0930206	0.036849424
gene822	0.6809031	0.0	1.0	0.0392307	0.17677218	0.1271842	0.06222578	0.20097017	0.53600395	0.38757977	0.28117952	0.13782652	0.1695105	0.107233234	0.39104667	0.4107876	0.32343504	0.56501466	0.45175534	0.19217831
gene823	0.34047335	0.41002735	0.3544523	0.35406396	0.5464969	0.31412807	0.0	0.10347861	0.27907172	0.6843212	0.21527007	0.33176565	0.47239384	0.16061513	0.30095747	0.8522809	1.0	0.26031575	0.36395785	0.5709036
gene824	0.2625827	0.3691352	0.17791429	0.19944619	0.0	0.089935035	0.21472962	0.2498901	0.47682056	0.58024764	0.42970386	0.37702525	0.51132596	0.15576887	0.13061513	0.9388813	1.0	0.54599315	0.669118	0.95968825
gene825	0.6088096	0.20848794	0.8866875	1.0	0.25887796	0.47549123	0.12234867	0.287365	0.700256	0.714702	0.6456705	0.75374645	0.52686715	0.71256775	0.38387802	0.18459685	0.6359569	0.1466262	0.04539046	0.0
gene826	0.5510709	0.7037488	0.12908536	0.3910029	0.09440104	0.5270022	0.4479601	0.37773356	0.36983085	0.0	0.3339732	0.7104069	0.89111924	0.9983257	0.049531773	0.2970398	0.85149527	0.48021773	0.3742677	1.0
gene827	0.9115296	0.91947615	0.2894457	0.29286313	0.31836098	0.11829426	0.25092486	0.62918526	0.80905986	0.37363905	0.47981486	0.22732796	1.0	0.38554573	0.4194085	0.26076046	0.0	0.41410118	0.35085663	0.3582667
gene828	0.28261596	0.4729855	1.0	0.0	0.19131257	0.26198035	0.6229495	0.5977141	0.8590159	0.5714804	0.39751235	0.5765305	0.31107825	0.4422282	0.7294444	0.6306595	0.38946694	0.7533829	0.6083584	0.5835054
gene829	0.13196814	0.98557377	0.0	0.50478643	0.3163581	0.43814793	0.46599656	0.56265604	0.13099469	0.20623504	0.3757628	0.5190037	1.0	0.3960359	0.35378525	0.21616766	0.08168444	0.20280878	0.009952201	0.3692698
gene830	0.16436656	0.46177444	1.0	0.42590687	0.5835571	0.36630112	0.22390138	0.16041379	0.17411038	0.28179336	0.21161662	0.04903897	0.48685986	0.45017403	0.2776175	0.6057982	0.43996993	0.0	0.31296614	0.69953877
gene831	0.4994902	0.2843005	0.40795308	0.6516052	1.0	0.54490495	0.0	0.62547547	0.25815263	0.7260777	0.4050153	0.8435628	0.19521579	0.3056015	0.5225971	0.03733802	0.6916217	0.07687623	0.2947329	0.8043157
gene832	0.65168375	0.17071219	1.0	0.5102393	0.0	0.64574224	0.46292016	0.15809715	0.43351242	0.5424285	0.45887	0.31742334	0.32484978	0.47019574	0.41529593	0.5194087	0.385301	0.8683461	0.45391995	0.51178086
gene833	0.34140417	0.38255367	0.0	0.23758659	0.51441526	0.84592414	0.38691393	0.568747	0.16299444	0.30080405	0.30108652	0.70440376	0.7602586	0.9591909	0.45543543	0.7829388	0.8086505	0.45593244	1.0	0.774987
gene834	0.4393441	0.40548795	0.64767677	0.21784303	0.0	0.29999095	0.71025157	0.14557385	0.45568106	0.52376956	0.5213653	0.33649576	0.72261	0.2892138	0.31610972	1.0	0.9756996	0.61883557	0.49266246	0.625402
gene835	0.6888426	0.4851294	0.3544964	0.7278449	0.5849859	0.55207187	0.5680653	0.6044799	0.2504666	0.36671588	0.3668644	0.4001561	0.4285606	1.0	0.531674	0.0	0.2756249	0.34484923	0.4488939	0.075769335
gene836	1.0	0.030535653	0.789254	0.117160134	0.4833819	0.29751387	0.4178272	0.3426064	0.38557866	0.31435367	0.4502277	0.47278792	0.2525163	0.36071503	0.5186687	0.20418239	0.36796564	0.45905745	0.3500541	0.0
gene837	0.18657717	0.695301	0.43526176	1.0	0.4451671	0.54594815	0.8214407	0.3638201	0.12630142	0.43375036	0.18888393	0.1088157	0.45779872	0.47161028	0.0	0.16410229	0.007669744	0.5127507	0.45956954	0.17901455
gene838	0.76845384	0.3953778	0.38387203	0.44044837	0.2673873	0.17458084	0.7642151	0.84751314	0.2578036	0.15456596	0.35405892	0.30305687	1.0	0.79645866	0.19363953	0.0	0.17796256	0.02241939	0.58794856	0.040322028
gene839	0.44163734	0.45767656	0.109048165	0.44891682	0.4773471	0.0	0.85506094	0.7181445	1.0	0.37701654	0.35496065	0.6049876	0.31731656	0.53164256	0.7144256	0.82653296	0.059095405	0.13524868	0.25218567	0.11631819
gene840	0.23500288	0.36934626	0.21531072	0.28044957	0.0	0.5216356	0.53291434	0.403301	0.6660304	0.26949325	0.61210597	0.5707349	0.77546656	0.48812902	0.33476532	1.0	0.5087413	0.6580955	0.55591184	0.86283445
gene841	0.9527769	0.0	0.56672686	0.3442381	0.32339898	0.4514744	0.2605526	0.28227922	0.89639664	0.588528	0.2025569	0.06535652	0.3158547	0.48513386	0.7934599	1.0	0.91245306	0.94677967	0.6131262	0.2817978
gene842	0.54332244	0.6470532	0.18455537	0.8024083	0.32317802	0.5655082	1.0	0.67110944	0.5047723	0.34135926	0.19821203	0.4108296	0.8190305	0.64361024	0.23285514	0.0	0.35675424	0.39785126	0.67456883	0.53085715
gene843	0.18288645	0.7573229	0.0	0.93659574	0.849407	1.0	0.8366342	0.7537145	0.029157845	0.06692479	0.6190033	0.5917645	0.8841486	0.67583245	0.72227204	0.064957775	0.011316942	0.16486453	0.117820136	0.12871076
gene844	0.63895124	0.09553327	0.4111398	0.0	0.12382215	0.26100793	0.53035223	0.1621547	0.3641533	0.5701629	0.14206679	0.52654624	0.47314548	0.211974	0.1459764	0.641952	0.73539335	1.0	0.5930098	0.74308026
gene845	0.7226821	0.063678615	1.0	0.26184934	0.47628644	0.609027	0.3483569	0.0	0.6499462	0.52017325	0.37576383	0.37027836	0.18008693	0.22197682	0.39735928	0.088770844	0.4031781	0.23540111	0.18347678	0.20995241
gene846	0.7686671	0.23431136	0.7333893	0.42565063	0.46385258	0.36989853	0.04880587	0.19373545	0.41124225	0.46549633	0.45739248	0.38916504	0.38753003	0.0	0.36723357	0.033694193	0.38079652	0.2809808	0.19911318	1.0
gene847	0.36855978	0.4470877	0.0057731792	0.16316934	0.10576144	0.08635777	0.4472563	0.59149265	1.0	0.52815217	0.52079237	0.4755205	0.6082465	0.6504288	0.0	0.82037485	0.25960112	0.7237836	0.34039187	0.3551307
gene848	0.4987023	0.1767285	0.3030407	0.105761014	0.0	0.22599036	0.37070382	0.32204685	0.26618072	0.5353005	0.2196103	0.30474794	0.5253316	0.07267268	0.24125329	0.9941678	1.0	0.71715206	0.24610792	0.88820493
gene849	0.2700406	0.32843328	0.6004986	0.83583456	0.9460063	0.41406682	0.4407178	1.0	0.47294828	0.6954018	0.40707293	0.7018145	0.3707816	0.44069806	0.6021541	0.219843	0.0	0.36657384	0.3986547	0.14413296
gene850	0.13688287	0.10585151	0.073078826	0.35952654	0.15081885	0.19822352	0.2844358	0.1977316	0.0	0.10862245	0.257942	0.30465713	0.41607684	0.33445793	0.101271704	0.9687665	0.49495557	0.6463304	1.0	0.4960582
gene851	0.1529031	0.12905087	0.061097063	0.14993097	0.17364937	0.1387923	0.41077897	0.0	0.1551114	0.60193354	0.53509194	0.30128205	0.050064567	0.5330574	0.5741808	0.4600854	0.52536166	1.0	0.89007854	0.50543255
gene852	0.30865845	0.5825712	0.5657561	0.4340332	0.0	0.13613202	0.16367644	0.34618172	0.33604982	0.6735889	0.29770774	0.3300205	0.49630344	0.54491144	0.24130936	1.0	0.6565365	0.8098913	0.78901404	0.7326581
gene853	0.35084268	0.2870807	0.5599192	0.4969766	0.14093043	0.8091455	0.118512034	0.0	0.67690235	0.51139665	0.73600376	0.15976466	0.15313084	0.31585306	0.27347845	0.79663265	0.57514155	0.4745006	0.762225	1.0
gene854	0.13706625	1.0	0.09132402	0.70670253	0.73182887	0.6478544	0.5545817	0.4598801	0.0	0.2070633	0.5203147	0.43393606	0.9908479	0.41169187	0.6083752	0.15598167	0.06579227	0.10263478	0.06251882	0.21090522
gene855	0.5359479	0.02085749	1.0	0.22192883	0.4225305	0.052383132	0.09976579	0.0	0.3199246	0.29873377	0.25154722	0.19871646	0.08326281	0.03527778	0.3294594	0.032725103	0.24684171	0.04578704	0.13762447	0.15577139
gene856	0.0	0.442837	0.46041447	0.6776683	1.0	0.8605091	0.39459968	0.0793773	0.24161363	0.4091802	0.38232303	0.16200666	0.67223436	0.2855184	0.3831418	0.59008884	0.036898617	0.017721355	0.10755211	0.32189083
gene857	0.41220757	0.82829475	0.09701635	0.92884445	0.69139415	0.38740617	1.0	0.9607881	0.36512476	0.33583236	0.29995152	0.53767824	0.3558863	0.48523462	0.5296239	0.0	0.12955384	0.24970238	0.0010678918	0.0033343977
gene858	0.5204913	0.12806042	1.0	0.0	0.3830914	0.4749081	0.052432485	0.24588504	0.45725626	0.41161072	0.67719823	0.38659543	0.051221237	0.18194084	0.50543314	0.23054144	0.70336956	0.36868227	0.10973023	0.46843368
gene859	0.3616218	0.15138453	0.4482482	0.30807853	0.7789143	0.39618236	0.22520976	0.0	0.093759775	0.45955995	0.18370834	0.510715	0.5231947	1.0	0.60498375	0.81876904	0.38611257	0.09858231	0.46735215	0.62308854
gene860	0.7197169	0.6357347	0.9935238	1.0	0.8018748	0.7999121	0.49904594	0.5643469	0.63132864	0.77496135	0.43410343	0.652052	0.7993439	0.33717465	0.0879186	0.65163755	0.0	0.30330414	0.5596882	0.50058603
gene861	0.11426878	0.8392832	0.11929376	0.54628086	1.0	0.47150192	0.5908761	0.47379217	0.032878898	0.28903896	0.47956133	0.48759902	0.9154253	0.5372191	0.6874461	0.20867622	0.0	0.1843714	0.10778467	0.24024653
gene862	0.5199586	0.6111082	0.7798041	0.0	0.5741301	0.6417028	0.30059972	0.36226547	0.7952111	0.67918557	0.68382096	1.0	0.54088193	0.74073064	0.8636347	0.86565983	0.93018144	0.99794805	0.83966714	0.68164355
gene863	0.3677565	0.27832764	0.41368693	0.4718282	1.0	0.41009516	0.4873884	0.8045299	0.28074953	0.30694744	0.17079476	0.20088153	0.40067533	0.38491714	0.0	0.17137831	0.16878621	0.11159532	0.14671545	0.12329756
gene864	0.034871064	0.40339068	0.3704687	0.41587695	0.1907725	0.30827338	0.25879154	0.0	0.41944918	1.0	0.36283523	0.49771747	0.12910186	0.66873723	0.8847399	0.6002884	0.97072387	0.2718315	0.74995285	0.29670963
gene865	0.6967076	0.46241257	0.55420375	0.14449596	0.0	0.5372836	0.7719962	0.4144111	0.9871768	0.6228715	0.19374831	0.2741873	0.3128677	0.34753475	0.48470867	0.6883707	0.644832	1.0	0.4859699	0.8243633
gene866	0.0	0.26303458	0.23928091	0.13016741	0.16170174	0.3730807	0.18454003	0.025151169	0.66299736	0.40501398	0.3770941	0.2661279	0.2841684	0.42998058	0.37825778	1.0	0.42154297	0.1513509	0.63457686	0.6278597
gene867	0.13535556	0.590999	0.53025305	0.7425331	1.0	0.32976723	0.4745138	0.95698243	0.33432126	0.6009656	0.84299767	0.5319153	0.77956486	0.61057854	0.6264225	0.030606532	0.66512215	0.0	0.74310076	0.66620886
gene868	0.4303339	0.68888074	0.49330932	0.33287933	0.6119114	0.77093583	3.5567915e-05	1.0	0.14354455	0.84651476	0.21263763	0.6041665	0.24791883	0.0	0.8106255	0.45368665	0.18665786	0.31658018	0.64827883	0.5353327
gene869	0.3866127	0.49440995	0.47528747	0.24779879	0.6756633	0.7851933	0.043228317	0.0	0.17309749	0.695089	0.3675616	0.3033959	0.3974988	0.36954114	0.49740547	0.43055636	0.93264973	0.57671374	0.5402496	1.0
gene870	0.6894075	0.6904194	0.64024615	0.55745083	0.32802522	0.34257218	1.0	0.47682297	0.026823588	0.23098592	0.087457284	0.3575135	0.56300753	0.30247948	0.3421794	0.06763453	0.011441083	0.07144136	0.012730178	0.0
gene871	0.124447756	0.41815007	0.21049917	0.24980372	0.0	0.32681984	0.19530106	0.05131247	0.2775886	0.55564183	0.44408095	0.2462359	0.31098324	0.10843831	0.30594894	0.63358665	0.4264326	0.66501325	0.2680174	1.0
gene872	0.4337169	0.7383075	0.0	0.62628084	0.39653945	0.99894416	0.5638665	0.5831953	0.50882095	0.584715	0.88763875	0.32425424	0.48269752	0.8362273	0.31277886	0.7982551	0.5960042	0.56213576	1.0	0.64076996
gene873	0.43331155	0.06855887	0.39570758	0.07959284	0.023543863	0.0	0.37868702	0.25384623	0.045572307	0.16037582	0.3561578	0.17333454	0.24086298	0.089533046	0.17751291	1.0	0.61196566	0.7471121	0.5667624	0.5762869
gene874	0.830789	1.0	0.5763024	0.8200995	0.47182056	0.60775834	0.5987879	0.92220366	0.39442223	0.28891817	0.5846757	0.5222329	0.7668963	0.65529454	0.73950595	0.057924442	0.0	0.18391801	0.4091101	0.1602809
gene875	0.23081225	0.46169057	0.16732839	0.33010963	1.0	0.28916454	0.0	0.06646097	0.27371016	0.33459267	0.45344	0.26059344	0.13181905	0.21421023	0.4643422	0.11232546	0.20118035	0.19365324	0.29901963	0.21112938
gene876	0.15992565	0.51071274	0.45082536	0.8548992	0.19956309	1.0	0.68468773	0.06762362	0.43445653	0.11972199	0.34805882	0.338882	0.35027987	0.07811693	0.48999286	0.24305938	0.54667807	0.0	0.40416476	0.49484843
gene877	0.0	0.10378159	0.078842685	0.11233297	0.44777042	0.77689123	0.056451943	0.10053975	0.69110155	0.8273099	0.2849504	0.41943926	0.032421876	0.513481	0.498942	0.10368667	0.33178437	0.231154	1.0	0.47391552
gene878	1.0	0.396102	0.7183783	0.6317572	0.50264364	0.63999707	0.7665421	0.623319	0.71343637	0.27257323	0.4931468	0.57156974	0.5090579	0.5282562	0.61341745	0.15562074	0.5090642	0.40625247	0.52122474	0.0
gene879	1.0	0.09402299	0.532525	0.2428162	0.18880716	0.7096849	0.46481356	0.6347128	0.6357045	0.5459611	0.3287465	0.34998006	0.5841278	0.8592155	0.0	0.32986966	0.8267793	0.89805466	0.43585873	0.80956304
